Jerome Alvarado,43
Gertrude Lewis,60
Maria Powers,39
Julia Casey,40
Lora Love,38
Angel Reeves,62
Tillie Kim,59
Georgie May,29
Johanna Fitzgerald,33
Philip Mann,34
Francis Moran,45
Owen Gibson,27
Roger Cain,18
Alta Reynolds,19
Ruth McLaughlin,58
Patrick Jordan,49
Gertrude Dixon,57
Martha Fowler,59
Timothy Cobb,27
Arthur Parker,28
Rhoda Spencer,46
Gordon Adams,24
Evelyn Gibson,26
Lida Gregory,41
Marian Moss,36
Christian Moody,55
Garrett Thomas,62
Anthony Morales,49
Jeff Webb,22
Barbara Delgado,18
William Page,33
Benjamin Paul,55
Isabella Berry,20
Herman Patrick,45
Leah Sherman,40
Maud Fisher,60
Russell Rivera,62
David Rodriguez,65
Walter May,39
Luella Evans,64
Oscar Hammond,45
Elmer Guzman,61
Luke Gardner,57
Elnora Aguilar,41
Dora Wolfe,21
Rhoda Wong,40
Leroy Warren,24
Eliza Hale,41
Ellen Mendez,50
Elmer Gill,51
Joel Spencer,26
Myrtle Ingram,47
Terry Malone,39
Floyd Berry,34
Clayton Clark,52
Gussie Jenkins,31
Mabelle Miles,51
Ernest Guzman,48
Michael Wilkins,63
Barbara Patterson,59
Gabriel Elliott,54
Irene Cook,21
Tillie Sanders,21
Margaret Wood,63
Verna Bishop,52
Gregory Reid,56
Ruby Fitzgerald,45
Luella Flowers,48
Hettie Harris,39
Gussie King,54
George Park,36
Brett Cannon,57
Jerome Stanley,35
Fred Coleman,30
Devin Todd,48
Myrtle Miles,23
Augusta Foster,26
Brent Knight,20
Isaiah Briggs,28
Lena Alvarez,38
Alex Graves,65
Nettie Robertson,33
Kenneth Carlson,24
Alta Caldwell,44
Herbert Henderson,27
Leila Hammond,42
Maurice Webb,23
Alma Manning,29
Michael Goodwin,37
Genevieve Nguyen,65
Eliza Hubbard,55
Donald Thomas,26
Beulah Franklin,21
Sue Wallace,18
Lucile Bailey,41
Franklin Fields,19
Lucinda Clarke,25
Cora Colon,56
Gertrude McCoy,27
Hannah Ortega,24
Minerva Warren,28
Allen Tate,39
Chester Washington,55
Ronald Higgins,45
Jesse Walsh,46
Edith Ray,27
Nell Wagner,42
Ada Richards,23
Hattie Salazar,64
Shawn Austin,42
Victor Jones,64
Jeffery Carlson,23
Alan Aguilar,39
Brian Doyle,44
Gavin Mann,53
Genevieve Payne,35
Paul Ramsey,49
Eddie Doyle,55
Barry Ramos,40
Sara Harrington,23
Jeanette Alvarez,52
Amy Jackson,64
Josie Perez,58
Larry Alvarez,49
Fred Edwards,38
Lucy Paul,40
Nathaniel Bailey,48
Delia Collins,50
Lois Garrett,51
Ray Richardson,36
Johnny Pierce,55
Ralph Herrera,18
Sadie Austin,59
Wesley Nelson,28
Jessie Alvarez,45
Jim Ortega,38
Hannah Edwards,63
Luis Page,34
Laura Moore,62
Addie Mills,50
Beatrice McGuire,47
Carl McLaughlin,44
Kate Russell,57
Winnie Burns,21
Cameron Clark,31
Mayme Jimenez,26
Seth Guerrero,60
Edna Morgan,28
Alex Payne,49
Frederick Grant,41
Mark Rodgers,57
Rebecca Hart,36
Rodney Simon,56
Laura Clark,27
Theodore Lamb,51
Leah Thompson,62
Dennis Lawson,45
Barry Hardy,63
Brent Moody,48
Clarence Bowers,59
Agnes Drake,47
Gregory Blair,26
Roxie Castro,64
Beulah Tate,26
Cynthia Austin,23
Effie Edwards,31
Tillie Morales,44
Patrick Mullins,41
Willie Maxwell,60
Gregory Henry,20
Milton Lucas,31
Lola Newman,39
Maud Rodgers,63
Elmer Logan,52
Mittie Holloway,37
Vernon Wade,49
Jason Ballard,54
Rosalie Barnes,38
Cecilia Patrick,28
Roy Pierce,38
Carrie Drake,28
Kenneth Walker,27
Ethel Lee,61
Lucinda Green,30
Julia Kelly,19
Inez Patrick,63
Mollie Hall,36
Kenneth Gregory,35
Marc King,22
Antonio Saunders,63
Chris McKinney,43
Hallie Marshall,30
Lillian Morrison,51
Chase Larson,39
Anthony Baker,39
Winifred Willis,27
Benjamin Underwood,37
Erik Mendoza,43
Martin Ramirez,43
Esther Keller,62
Marvin Bowman,36
Iva Lowe,56
Frank Floyd,22
Lloyd Cain,36
Fanny King,26
Effie Hanson,31
Ryan Smith,58
Adrian Clayton,35
Clarence Little,61
Maud Wells,38
Hulda Pope,59
Jennie Freeman,46
Max McDonald,36
Eva Armstrong,20
Lulu Francis,34
Cecilia Holt,32
Cecelia Lynch,39
Sue Jacobs,22
Cora Turner,53
Duane Peters,21
Nellie Sandoval,31
Isabel Logan,55
Gerald Brown,63
Eula Colon,34
Fannie Todd,29
Vernon Murray,36
Dylan Moreno,64
Edward Rodriquez,44
Jack Ramos,60
Adelaide Ray,52
Theodore Reed,24
May Lynch,59
Johanna Lynch,45
Albert Fox,64
Leo Quinn,56
Corey Stevenson,45
Sadie Burke,43
Alta Lopez,55
Marcus Craig,59
Derrick Warner,53
Wesley Sullivan,62
Minerva Fox,62
Juan Ellis,27
Bernard Bush,62
Eddie Smith,46
Emma Thomas,22
Dennis Nunez,35
Harold Riley,59
Garrett Stephens,64
Derek Wade,37
Logan Gill,54
Scott Chandler,29
Dennis Harvey,29
Adele Bell,20
Annie Hernandez,50
Linnie Weber,59
Maud Barnett,34
Ola Reynolds,43
Floyd Bell,57
Joseph Welch,18
Carlos Mack,31
Alejandro James,19
Ronald Sanders,34
Jean Holt,37
Evelyn Bass,38
Frances Rowe,20
Gerald Farmer,28
Theodore Gregory,42
Bruce Palmer,25
Dorothy Rodgers,62
Ryan Jordan,36
Bernard Hamilton,37
Adeline Castro,32
Clyde Harrington,48
Alfred Armstrong,24
Andrew Larson,60
Sally Kelly,19
Mollie Cunningham,58
Augusta Wilson,38
Teresa Jacobs,41
Hallie McCormick,23
Cecelia Beck,27
Jessie Huff,36
Francis Ramsey,47
Bradley Palmer,47
Callie Clarke,56
Henry Hogan,59
Andrew Craig,43
Henry Joseph,46
Lulu Moody,25
Della Hale,65
Robert Malone,43
Frances Porter,54
Mittie Horton,32
Lucy Andrews,61
Isaiah Goodman,59
Floyd Gibbs,40
Keith Lucas,26
Randall Padilla,34
Ernest Schwartz,49
Hilda Sanders,45
Hannah Fuller,45
Birdie Gonzalez,20
Birdie Tate,34
Walter Rios,54
Seth Frazier,50
Harold Brewer,54
Charlotte Young,45
Carl Graves,41
Leona Armstrong,43
Alta Bowen,62
Lucinda Goodman,29
Scott Robbins,29
Claudia Wells,40
Clifford Waters,50
Etta Jefferson,25
Genevieve Long,28
Rosalie Willis,31
Dean Stewart,64
Estelle Becker,36
Myrtle Pratt,46
Blanche Quinn,44
Isabelle Mullins,25
Darrell Chavez,65
Bettie Hines,51
Edna Gomez,64
Catherine Arnold,55
Devin Benson,20
Julian Craig,56
Cory Silva,34
Lura Thomas,45
Leo Tucker,49
Jeffery Ray,32
Kathryn Love,50
Elsie Cunningham,37
Lillian Holland,18
William Graves,20
Ethan Fisher,55
Frank Hunter,21
Bruce McCoy,43
Russell Page,59
Effie Garner,30
Eliza Floyd,48
Sam Clark,30
Katharine Huff,56
Christian Santos,63
Lois Benson,18
Caleb Lyons,51
Eleanor Robinson,59
Charles Lane,44
Jim Mack,40
Lizzie Newman,36
Christopher Evans,48
Rosa Stone,52
Lydia Buchanan,54
Luis Frank,24
Adele Medina,31
Delia Richards,33
Dennis Watkins,29
Janie Grant,58
Duane Alvarado,27
Owen Price,21
Inez Shaw,31
Maude Scott,50
Alvin Wolfe,31
Gussie Daniels,18
Nathaniel Murray,27
Corey Cobb,59
Genevieve Obrien,21
Violet Johnston,33
Amy Morales,30
Martin Maldonado,19
Jimmy Mathis,21
Don Robertson,54
Ralph Harris,36
Eva Webb,57
Charlie Flores,33
Rosalie Shelton,60
Harvey Hunter,26
Olivia Poole,26
Warren Joseph,61
Manuel Gutierrez,38
Lula Powell,61
Winnie Butler,26
Arthur Weaver,23
Cecilia Holmes,30
Mildred Walton,60
Jerry Ramos,35
Bruce Henderson,62
Rosetta Simmons,52
Jeremy Kennedy,57
Milton Warren,52
Jason Ryan,29
Laura Gomez,24
Mamie Spencer,47
Leo Taylor,44
Matilda Daniels,34
Myra Hale,22
Nathan Tyler,52
Bessie Sanders,29
Louisa Thomas,21
Kenneth Wade,58
Lydia Warren,22
Willie Keller,20
Mason Clarke,29
Brett Young,23
Mary Little,25
Chester Cruz,37
Cole Watson,58
Nellie Lambert,51
Joseph Brady,60
Ronnie Cohen,25
Augusta Ford,57
Joseph Crawford,56
Theresa Stokes,43
Rodney McGee,46
Charlie Harrison,58
Wayne Green,24
Lester Hansen,42
Wayne McLaughlin,33
Ricardo Marshall,21
Elva Atkins,59
Alexander Poole,40
Cody Neal,23
Ronnie White,39
Lydia Morris,27
Olive Dixon,30
Ola Oliver,53
Lelia Santiago,44
Bernard Santos,43
Dylan Baker,21
Roy Rodriguez,64
Luella Morton,38
Duane Christensen,59
Sylvia Spencer,40
Bess Ward,25
Nina Ortiz,62
Betty Gonzalez,50
Mike Foster,51
Celia Vega,53
Lela Phillips,35
Matilda Goodman,21
Luke Graves,57
Victor Leonard,64
Jimmy Ramirez,40
Agnes Rice,18
Ricky Bowers,48
Randall Cain,25
Theresa Berry,57
Steve Murphy,29
Alexander Tucker,42
Mark Sims,45
Maria Schwartz,49
Manuel Martinez,64
Edwin Brady,20
Polly Obrien,33
Winifred Baldwin,35
Rebecca Nichols,46
Hester Swanson,51
Milton Gray,60
Ellen Lloyd,25
Connor Waters,46
Allie Willis,31
Verna Powers,33
Mike Adkins,54
Jennie French,27
Harry Cortez,42
Jeremy Guzman,42
Tony Goodwin,56
Hallie Peterson,53
Ivan James,25
Maude Graham,22
Samuel Flores,38
Luella Owens,54
Lola Burgess,25
Tom Sanchez,28
Minnie Reynolds,29
Norman Pearson,20
Jay Bell,55
Elsie Valdez,52
Rena Norton,50
Hunter Farmer,26
Alvin Underwood,24
Albert Ortiz,29
Caleb Holmes,30
Nicholas Parks,29
Callie McKenzie,40
Ian Fitzgerald,50
Tom Willis,48
Marie Malone,47
Jesus Warner,22
Cole Colon,27
Dollie Poole,49
Wayne Massey,58
May Johnston,29
Frederick Taylor,34
Virgie Byrd,53
Marguerite Guerrero,26
Grace Lane,21
Clifford Kelley,24
Estella Leonard,53
Brandon Chavez,51
Dominic Thornton,35
Lily Dennis,65
Jorge Watkins,37
Lula Edwards,61
Rose Copeland,30
Lawrence Cannon,36
Lester Jacobs,44
Cecilia Bell,48
Caroline Rhodes,43
Aaron Ramsey,39
Joel Welch,30
Max Taylor,28
Randall Kelley,21
Jean Bowen,63
Garrett Allison,18
Marc Yates,21
Scott Graham,34
Eugene Ruiz,47
Troy Barrett,37
Olga Hines,64
Genevieve Pearson,54
Rebecca Cummings,23
Mina Banks,41
Jack Marshall,41
Ella Frank,23
Helen Dixon,42
Lydia Drake,63
Timothy Christensen,59
Kenneth Banks,51
Louisa Rios,53
Sam Pierce,53
Ricardo Barrett,38
Michael Fisher,24
Sally Lane,49
Louis Meyer,29
Rosetta Murray,22
Hunter Williams,40
Matilda Nguyen,43
Kathryn Dixon,63
Jeffrey Mitchell,38
Corey Walton,61
Polly Cannon,41
Essie Elliott,32
Steve Dean,23
Josie Keller,65
Milton Montgomery,62
Amanda Roberts,52
Ina Aguilar,43
Jason Cohen,60
Marguerite Cooper,64
Theresa Massey,52
Nancy Goodwin,42
Adam Manning,50
Theodore Gross,30
Roger Kennedy,60
Christina Drake,47
Jordan Logan,18
Sylvia Robinson,56
Alexander Warren,40
Lucile Martin,21
Maurice Boyd,45
Brett Gill,46
Jose Watson,64
Clifford Mathis,59
Robert Burton,57
Myrtle Stevens,56
Ella Keller,30
Virginia Crawford,57
Rena Wagner,60
Ida Caldwell,60
Harvey Harmon,28
Barry Sims,50
Gertrude McCoy,18
Lela Singleton,34
Cole Beck,36
Lloyd Wagner,59
Ruby Haynes,53
Harry Jefferson,54
Isabel Gray,32
Donald Schultz,49
Rosa Bennett,50
Roxie Ingram,46
Ollie Keller,42
Randy Stone,38
Lettie Murphy,24
Barry Brock,22
Elnora Hart,65
Larry Munoz,50
Cory Frazier,43
Trevor Newton,62
Flora Curtis,59
Thomas Jacobs,32
Eugene Butler,45
Nathaniel Jefferson,18
Mitchell Ferguson,46
Jon Martinez,52
Curtis Harper,50
Martha Jacobs,63
Genevieve Evans,53
Rachel Wagner,20
Jack Webster,32
Caroline Jennings,58
Tom Collier,29
Noah Tran,41
Madge Wong,35
Sylvia Medina,32
Fanny Conner,43
Logan French,47
Hattie Conner,23
Elnora Tran,42
Augusta Frazier,25
Celia Johnston,37
Jim James,29
Carolyn Jackson,62
Kevin Byrd,53
Rosalie Townsend,26
Ronald Patrick,23
Olive Hubbard,20
Josie Bailey,56
Andre George,57
Harold Foster,31
Caleb Fletcher,50
Isaiah Fitzgerald,37
Martin Johnston,31
Marvin King,19
Samuel Fleming,45
Fred Phelps,40
Ella Sparks,25
Mark McGee,42
Louisa Francis,59
Alberta Leonard,46
Pauline Rios,49
Phoebe Stevenson,40
Eleanor Massey,49
Helen Hogan,39
Joseph Griffith,20
Claudia Brooks,32
Bessie Garrett,31
Lura Hansen,23
Isabella Edwards,48
Lenora Parker,20
Cecelia Vargas,40
Gene Blake,35
Carolyn King,34
Bernard Shelton,30
Victoria Luna,45
Harvey Moran,36
Ray Flowers,45
Lettie Hopkins,48
Elmer Horton,43
Luke Reid,19
Stella Cobb,59
Bradley Holmes,54
Dora Kim,61
Jonathan Cooper,47
Philip Harper,52
Clyde Fisher,62
Isabel Hart,28
Mollie Kim,63
Floyd Garcia,38
Phillip Robertson,18
Mario Chambers,47
Brett Burgess,39
Hallie Willis,60
Polly Bass,52
Keith Love,61
Larry Freeman,31
Olive Cain,55
Jacob Burgess,26
Franklin Marshall,23
Walter Ramos,63
Dustin Barnes,60
Phoebe Bowers,25
Clayton Lyons,65
Melvin Lewis,21
Johanna Peterson,29
Marguerite Dawson,29
Miguel Jennings,39
Essie McBride,48
Corey Luna,59
Miguel Stone,18
Noah Brewer,34
Ruby Todd,36
Chad Hunter,50
Joe Jones,41
Amanda Roy,48
Chris Simmons,57
Cora Willis,28
Hester Summers,59
Jordan Ballard,33
Stanley Bates,26
Seth Payne,65
Rosetta Munoz,26
Rachel Graham,33
Cecelia McLaughlin,55
Jack Swanson,56
Herbert Chapman,30
Carl Obrien,18
Juan Barnes,18
Lou Montgomery,40
Lester Garner,39
Ollie Watts,29
Mittie Welch,58
Emilie Estrada,40
Iva Dean,36
Mamie Valdez,27
Mittie Craig,46
Nicholas Joseph,21
Elijah Carson,63
Lola Todd,61
Nelle Gross,30
Daniel Harper,37
Lela Nunez,27
Mabelle Hernandez,27
Milton Barnett,32
Randy Watkins,35
Leroy Leonard,50
Jerry Delgado,61
Lelia Rose,25
Ralph Hogan,53
Jesus Wong,28
Willie Price,40
Leah Miller,18
Ricardo Harris,23
Joel West,65
Adrian Warner,19
Wayne Hamilton,19
Garrett Waters,62
Jesus Hines,43
Annie McDaniel,56
Anthony Gonzales,62
Elsie Brady,28
Sally Garrett,46
Robert Keller,31
Katherine Wheeler,53
Melvin Doyle,52
Josie Logan,62
Marie Holt,42
Myrtle Pena,50
Brent Daniels,47
Myrtie Larson,62
Annie Bowen,33
Herbert Zimmerman,42
Victor Morrison,21
Jessie Torres,26
Amelia Harris,62
Myrtle Newman,35
Bernard Chapman,65
Ruby Holloway,59
Dean Warner,19
Jose Ortega,47
Nell Williamson,26
Madge Stephens,49
Bill Kennedy,39
Allen Watkins,56
Louise Guerrero,44
Jeff Padilla,45
Virginia Lee,22
Ian Gardner,41
Logan Horton,58
Eugenia Mills,56
Ruth Burns,48
David Fuller,32
Jane Welch,46
Jane Zimmerman,25
Cornelia Hayes,30
Clyde Medina,47
Mark Bishop,45
Loretta Stokes,36
Teresa Peterson,24
Gertrude Goodwin,18
Jackson Luna,53
Carolyn Byrd,34
Bettie Burgess,22
Adele Reynolds,28
Samuel Freeman,45
Marc Phillips,45
Glen Stewart,32
Esther Hardy,45
